,img,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,true_label
7675,img_63638.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.86,4
2695,img_63738.jpg,0.01,0.01,0.01,0.98,0.01,0.01,0.01,0.01,0.01,0.01,4
2648,img_64105.jpg,0.78,0.01,0.01,0.01,0.06,0.07,0.01,0.07,0.01,0.01,4
2715,img_64580.jpg,0.01,0.02,0.01,0.01,0.02,0.87,0.01,0.04,0.08,0.01,4
6807,img_6588.jpg,0.01,0.01,0.01,0.01,0.01,0.09,0.01,0.01,0.91,0.05,4
2733,img_65988.jpg,0.01,0.01,0.01,0.01,0.12,0.88,0.01,0.01,0.01,0.02,4
5974,img_66042.jpg,0.01,0.01,0.72,0.20,0.01,0.01,0.07,0.01,0.01,0.01,4
5990,img_66156.jpg,0.01,0.01,0.12,0.01,0.42,0.01,0.46,0.01,0.01,0.01,4
2698,img_66185.jpg,0.02,0.01,0.01,0.01,0.10,0.78,0.01,0.01,0.10,0.01,4
7606,img_6648.jpg,0.01,0.01,0.01,0.40,0.09,0.01,0.01,0.01,0.04,0.46,4
5954,img_66571.jpg,0.16,0.01,0.45,0.16,0.02,0.01,0.20,0.01,0.01,0.01,4
2655,img_66620.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,4
1434,img_6730.jpg,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.04,0.97,4
7678,img_67543.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.68,4
389,img_67631.jpg,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.65,0.25,4
1430,img_67738.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,4
4202,img_67752.jpg,0.01,0.01,0.01,0.50,0.50,0.01,0.01,0.01,0.01,0.01,4
7674,img_68118.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.78,0.21,4
7656,img_68224.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,4
1525,img_68346.jpg,0.03,0.01,0.01,0.01,0.20,0.01,0.01,0.01,0.07,0.69,4
6771,img_6841.jpg,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.15,0.52,4
5969,img_68918.jpg,0.01,0.01,0.76,0.13,0.01,0.01,0.09,0.01,0.01,0.01,4
359,img_68963.jpg,0.10,0.01,0.01,0.02,0.16,0.01,0.01,0.01,0.66,0.06,4
370,img_6903.jpg,0.37,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.28,0.01,4
1437,img_69473.jpg,0.27,0.01,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.43,4
6790,img_69564.jpg,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.01,0.93,0.01,4
6811,img_69645.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,4
419,img_6972.jpg,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.47,0.39,4
6792,img_69998.jpg,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.90,0.01,4
7646,img_70033.jpg,0.01,0.01,0.01,0.07,0.02,0.01,0.01,0.01,0.03,0.93,4
383,img_70345.jpg,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.31,0.54,4
387,img_70346.jpg,0.12,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.36,0.49,4
6769,img_70374.jpg,0.03,0.01,0.01,0.01,0.01,0.12,0.01,0.01,0.68,0.17,4
2740,img_70652.jpg,0.01,0.01,0.01,0.01,0.09,0.94,0.01,0.01,0.01,0.01,4
2723,img_70761.jpg,0.06,0.01,0.01,0.01,0.14,0.80,0.01,0.01,0.01,0.01,4
1501,img_71613.jpg,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.01,0.01,0.68,4
408,img_71730.jpg,0.03,0.01,0.01,0.03,0.29,0.01,0.01,0.01,0.65,0.01,4
6779,img_7174.jpg,0.17,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.86,4
444,img_71984.jpg,0.01,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.38,0.18,4
440,img_7199.jpg,0.01,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.78,0.05,4
5972,img_72013.jpg,0.02,0.01,0.63,0.26,0.01,0.01,0.08,0.01,0.01,0.01,4
2659,img_72576.jpg,0.01,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.01,0.97,4
4219,img_72608.jpg,0.01,0.01,0.01,0.64,0.35,0.01,0.01,0.01,0.01,0.01,4
6787,img_72894.jpg,0.01,0.01,0.12,0.01,0.01,0.01,0.01,0.01,0.92,0.01,4
6808,img_7291.jpg,0.01,0.01,0.04,0.01,0.01,0.45,0.01,0.01,0.42,0.10,4
346,img_73258.jpg,0.20,0.01,0.02,0.01,0.04,0.01,0.01,0.01,0.73,0.01,4
6834,img_73316.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01,4
2691,img_73413.jpg,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.14,0.01,0.80,4
6798,img_73448.jpg,0.05,0.01,0.08,0.01,0.01,0.70,0.01,0.08,0.06,0.03,4
1484,img_73704.jpg,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.96,4
6797,img_73747.jpg,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.63,0.01,4
7622,img_74289.jpg,0.01,0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.01,4
1494,img_74543.jpg,0.20,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.65,4
4205,img_74566.jpg,0.01,0.01,0.01,0.51,0.49,0.01,0.01,0.01,0.01,0.01,4
2672,img_75347.jpg,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.96,4
1427,img_75515.jpg,0.02,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.61,4
1466,img_75924.jpg,0.72,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.11,4
2693,img_75992.jpg,0.03,0.01,0.01,0.02,0.02,0.63,0.01,0.05,0.01,0.24,4
2706,img_75999.jpg,0.01,0.62,0.01,0.01,0.36,0.02,0.01,0.01,0.01,0.01,4
6001,img_76033.jpg,0.01,0.01,0.72,0.01,0.25,0.01,0.02,0.01,0.01,0.01,4
5983,img_7615.jpg,0.05,0.01,0.53,0.01,0.23,0.01,0.18,0.01,0.01,0.01,4
6756,img_76254.jpg,0.94,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
7628,img_76277.jpg,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.78,4
6818,img_76388.jpg,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.96,4
1453,img_76399.jpg,0.07,0.01,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.65,4
405,img_76757.jpg,0.05,0.01,0.01,0.01,0.22,0.01,0.01,0.01,0.71,0.01,4
2641,img_7727.jpg,0.11,0.10,0.01,0.07,0.20,0.47,0.01,0.03,0.02,0.01,4
6829,img_77298.jpg,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.01,0.91,0.02,4
6838,img_77347.jpg,0.54,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.43,4
7658,img_775.jpg,0.01,0.01,0.01,0.01,0.01,0.09,0.01,0.01,0.41,0.49,4
411,img_77581.jpg,0.23,0.01,0.01,0.01,0.10,0.01,0.01,0.01,0.66,0.01,4
7612,img_77586.jpg,0.01,0.87,0.01,0.01,0.13,0.01,0.01,0.01,0.02,0.03,4
6774,img_77841.jpg,0.01,0.01,0.11,0.01,0.01,0.01,0.01,0.01,0.92,0.01,4
7625,img_78271.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.71,0.28,4
416,img_7858.jpg,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.01,0.53,0.24,4
7643,img_78827.jpg,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.08,0.05,4
6828,img_78917.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,4
2662,img_78985.jpg,0.01,0.01,0.01,0.01,0.07,0.17,0.01,0.01,0.01,0.76,4
6755,img_7930.jpg,0.41,0.09,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.14,4
425,img_79352.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.65,4
371,img_79534.jpg,0.04,0.01,0.01,0.01,0.16,0.05,0.01,0.03,0.69,0.02,4
7629,img_79820.jpg,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.88,4
2663,img_79859.jpg,0.01,0.01,0.01,0.01,0.32,0.34,0.01,0.12,0.01,0.22,4
1450,img_79904.jpg,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24,4
1507,img_79905.jpg,0.11,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.65,4
5998,img_80065.jpg,0.01,0.01,0.74,0.01,0.19,0.01,0.05,0.01,0.01,0.01,4
5971,img_80185.jpg,0.01,0.01,0.65,0.34,0.01,0.01,0.01,0.01,0.01,0.01,4
401,img_80417.jpg,0.07,0.01,0.01,0.15,0.25,0.01,0.01,0.01,0.53,0.01,4
2679,img_81256.jpg,0.03,0.01,0.01,0.01,0.17,0.53,0.01,0.24,0.01,0.02,4
2686,img_81628.jpg,0.01,0.02,0.01,0.01,0.19,0.77,0.01,0.01,0.01,0.01,4
1527,img_81718.jpg,0.06,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.04,0.75,4
6816,img_81771.jpg,0.01,0.01,0.01,0.01,0.12,0.01,0.01,0.01,0.01,0.91,4
6754,img_82087.jpg,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.94,4
6753,img_82515.jpg,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.95,4
6812,img_82683.jpg,0.07,0.01,0.01,0.01,0.12,0.62,0.01,0.14,0.03,0.01,4
2736,img_82854.jpg,0.01,0.01,0.01,0.01,0.03,0.99,0.01,0.01,0.02,0.01,4
2650,img_83373.jpg,0.75,0.01,0.01,0.01,0.01,0.02,0.13,0.09,0.01,0.01,4
6831,img_83785.jpg,0.88,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.10,4
6815,img_83880.jpg,0.01,0.01,0.01,0.01,0.01,0.30,0.01,0.01,0.24,0.45,4
415,img_84045.jpg,0.02,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.52,0.26,4
438,img_84120.jpg,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.88,0.06,4
368,img_84158.jpg,0.05,0.01,0.01,0.01,0.43,0.01,0.01,0.01,0.52,0.01,4
5973,img_84352.jpg,0.01,0.01,0.59,0.38,0.01,0.01,0.02,0.01,0.01,0.01,4
392,img_84406.jpg,0.06,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.92,0.05,4
413,img_85134.jpg,0.02,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.97,0.01,4
382,img_85268.jpg,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.01,0.12,0.87,4
1449,img_85514.jpg,0.72,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,4
6801,img_85595.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,4
2653,img_86096.jpg,0.04,0.01,0.01,0.01,0.19,0.03,0.01,0.04,0.02,0.67,4
2680,img_86422.jpg,0.01,0.01,0.01,0.01,0.11,0.14,0.01,0.01,0.01,0.73,4
7649,img_86549.jpg,0.01,0.01,0.01,0.56,0.31,0.01,0.01,0.01,0.02,0.11,4
1412,img_86806.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,4
1431,img_86916.jpg,0.28,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.38,4
1464,img_86944.jpg,0.73,0.01,0.01,0.01,0.09,0.01,0.01,0.01,0.01,0.18,4
1458,img_86952.jpg,0.49,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.05,0.12,4
4212,img_87028.jpg,0.01,0.01,0.01,0.61,0.39,0.01,0.01,0.01,0.01,0.01,4
6806,img_87029.jpg,0.01,0.01,0.01,0.01,0.01,0.09,0.01,0.01,0.94,0.02,4
1454,img_87040.jpg,0.13,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.05,0.75,4
2639,img_87072.jpg,0.01,0.54,0.01,0.01,0.14,0.01,0.01,0.01,0.31,0.01,4
2737,img_87294.jpg,0.01,0.01,0.01,0.01,0.01,0.98,0.01,0.02,0.01,0.01,4
6762,img_87481.jpg,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.64,0.01,4
7618,img_87520.jpg,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.21,0.72,4
365,img_87639.jpg,0.01,0.01,0.01,0.49,0.01,0.01,0.01,0.01,0.50,0.01,4
1467,img_88178.jpg,0.80,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.10,0.07,4
6824,img_88291.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.79,0.21,4
6780,img_88421.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.90,0.14,4
2694,img_88691.jpg,0.02,0.01,0.01,0.01,0.02,0.61,0.01,0.21,0.01,0.12,4
1429,img_88726.jpg,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.97,4
7632,img_88761.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.87,4
6791,img_88787.jpg,0.01,0.01,0.64,0.01,0.01,0.01,0.01,0.01,0.28,0.08,4
2708,img_89133.jpg,0.01,0.54,0.01,0.01,0.01,0.42,0.01,0.01,0.02,0.01,4
7615,img_89213.jpg,0.01,0.01,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.87,4
418,img_89589.jpg,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.56,0.39,4
7654,img_89746.jpg,0.01,0.01,0.01,0.09,0.01,0.01,0.01,0.01,0.92,0.03,4
381,img_89800.jpg,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.04,0.98,4
1463,img_89996.jpg,0.69,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.05,4
2727,img_90130.jpg,0.03,0.01,0.01,0.01,0.35,0.61,0.01,0.01,0.01,0.01,4
6758,img_90194.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,4
6766,img_902.jpg,0.06,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.95,4
6757,img_90259.jpg,0.23,0.01,0.01,0.01,0.02,0.07,0.01,0.26,0.21,0.22,4
5955,img_90417.jpg,0.01,0.01,0.32,0.46,0.01,0.01,0.22,0.01,0.01,0.01,4
1428,img_90820.jpg,0.01,0.01,0.01,0.01,0.47,0.01,0.01,0.01,0.01,0.52,4
7673,img_90874.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,4
2726,img_90984.jpg,0.01,0.01,0.01,0.01,0.01,1.00,0.01,0.01,0.01,0.01,4
1491,img_91022.jpg,0.97,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,4
2749,img_91039.jpg,0.01,0.01,0.01,0.01,0.02,0.96,0.01,0.02,0.01,0.01,4
6764,img_91899.jpg,0.04,0.01,0.02,0.01,0.01,0.77,0.01,0.07,0.03,0.07,4
420,img_91951.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.53,0.47,4
6777,img_92193.jpg,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.73,0.09,4
7655,img_92385.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.88,0.15,4
7669,img_92488.jpg,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.49,0.25,4
6833,img_92521.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.99,0.04,4
6770,img_92537.jpg,0.26,0.01,0.01,0.01,0.01,0.16,0.01,0.01,0.23,0.35,4
7651,img_92625.jpg,0.01,0.01,0.01,0.30,0.01,0.01,0.01,0.01,0.03,0.66,4
1409,img_92859.jpg,0.02,0.01,0.01,0.01,0.10,0.01,0.01,0.01,0.01,0.92,4
5984,img_9310.jpg,0.11,0.01,0.60,0.01,0.16,0.01,0.13,0.01,0.01,0.01,4
1498,img_93192.jpg,0.10,0.01,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.46,4
1524,img_93682.jpg,0.14,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.06,0.64,4
2716,img_93755.jpg,0.01,0.01,0.01,0.01,0.01,0.97,0.01,0.01,0.07,0.01,4
433,img_93875.jpg,0.01,0.01,0.01,0.01,0.08,0.01,0.01,0.01,0.76,0.14,4
5988,img_93970.jpg,0.01,0.01,0.09,0.01,0.23,0.01,0.67,0.01,0.01,0.01,4
436,img_93987.jpg,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.88,0.12,4
2725,img_94186.jpg,0.01,0.20,0.01,0.01,0.01,0.80,0.01,0.01,0.01,0.01,4
7659,img_9448.jpg,0.01,0.02,0.01,0.01,0.01,0.09,0.01,0.01,0.20,0.67,4
1410,img_94964.jpg,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.88,4
5994,img_95455.jpg,0.01,0.01,0.95,0.01,0.06,0.01,0.03,0.01,0.01,0.01,4
6788,img_95573.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.02,4
6759,img_95594.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,4
7611,img_9572.jpg,0.01,0.15,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.63,4
430,img_95845.jpg,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.99,0.01,4
7650,img_95985.jpg,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.27,0.68,4
2746,img_96014.jpg,0.01,0.01,0.01,0.01,0.15,0.77,0.01,0.04,0.01,0.03,4
6793,img_96019.jpg,0.01,0.01,0.02,0.01,0.01,0.47,0.01,0.01,0.51,0.01,4
434,img_96871.jpg,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.63,0.33,4
6804,img_97452.jpg,0.01,0.01,0.01,0.01,0.01,0.10,0.01,0.01,0.79,0.11,4
6782,img_97507.jpg,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.88,0.12,4
429,img_97609.jpg,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.98,0.01,4
1492,img_97839.jpg,0.95,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.01,4
6836,img_97945.jpg,0.05,0.01,0.01,0.01,0.01,0.73,0.01,0.01,0.02,0.19,4
1439,img_98481.jpg,0.28,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.58,4
1483,img_98560.jpg,0.25,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.01,0.67,4
2682,img_98576.jpg,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.01,0.53,4
6810,img_98630.jpg,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.02,0.61,4
5991,img_99.jpg,0.01,0.01,0.64,0.01,0.13,0.01,0.22,0.01,0.01,0.01,4
5985,img_99317.jpg,0.02,0.01,0.95,0.01,0.02,0.01,0.06,0.01,0.01,0.01,4
2635,img_99370.jpg,0.23,0.51,0.01,0.15,0.09,0.01,0.01,0.01,0.01,0.01,4
5982,img_99580.jpg,0.01,0.01,0.95,0.01,0.03,0.01,0.06,0.01,0.01,0.01,4
400,img_99622.jpg,0.03,0.01,0.01,0.01,0.10,0.01,0.01,0.01,0.89,0.01,4
6821,img_99804.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23,0.76,4
7623,img_99821.jpg,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.72,0.05,4
1490,img_99931.jpg,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.96,4
6081,img_100676.jpg,0.02,0.01,0.13,0.01,0.01,0.04,0.79,0.01,0.01,0.01,5
6074,img_101079.jpg,0.05,0.01,0.75,0.17,0.01,0.01,0.01,0.03,0.01,0.01,5
6049,img_10117.jpg,0.13,0.01,0.63,0.15,0.01,0.01,0.06,0.01,0.01,0.01,5
6042,img_101394.jpg,0.07,0.01,0.40,0.32,0.06,0.04,0.10,0.01,0.01,0.01,5
6085,img_101734.jpg,0.16,0.01,0.88,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
2813,img_102055.jpg,0.01,0.51,0.01,0.01,0.01,0.43,0.01,0.01,0.05,0.01,5
6121,img_10343.jpg,0.01,0.01,0.95,0.01,0.01,0.04,0.01,0.01,0.01,0.01,5
6062,img_11087.jpg,0.17,0.01,0.34,0.02,0.01,0.23,0.22,0.02,0.01,0.01,5
458,img_12150.jpg,0.01,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0.55,0.01,5
6848,img_12442.jpg,0.11,0.12,0.04,0.01,0.01,0.02,0.01,0.01,0.01,0.70,5
5164,img_1245.jpg,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.91,5
6107,img_12550.jpg,0.01,0.01,0.97,0.01,0.04,0.04,0.01,0.01,0.01,0.01,5
6116,img_12687.jpg,0.01,0.01,0.98,0.01,0.01,0.07,0.01,0.01,0.01,0.01,5
5205,img_12823.jpg,0.01,0.01,0.62,0.01,0.01,0.38,0.01,0.01,0.01,0.01,5
471,img_12910.jpg,0.01,0.01,0.01,0.01,0.01,0.46,0.01,0.01,0.52,0.01,5
6099,img_12963.jpg,0.01,0.01,0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
499,img_14369.jpg,0.01,0.01,0.01,0.01,0.06,0.15,0.01,0.01,0.08,0.69,5
5162,img_14561.jpg,0.01,0.01,0.41,0.13,0.01,0.11,0.04,0.01,0.06,0.24,5
506,img_15377.jpg,0.01,0.01,0.01,0.01,0.01,0.46,0.01,0.01,0.54,0.01,5
6090,img_15718.jpg,0.01,0.01,0.97,0.01,0.01,0.03,0.01,0.01,0.01,0.01,5
6120,img_15967.jpg,0.01,0.01,0.99,0.01,0.01,0.06,0.01,0.01,0.01,0.01,5
7753,img_16245.jpg,0.01,0.01,0.01,0.01,0.01,0.49,0.01,0.01,0.01,0.50,5
447,img_16473.jpg,0.10,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.71,0.01,5
2790,img_16774.jpg,0.01,0.73,0.01,0.01,0.01,0.18,0.01,0.01,0.09,0.01,5
2786,img_17939.jpg,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.10,0.01,5
6087,img_18014.jpg,0.05,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
505,img_1821.jpg,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.01,0.76,0.01,5
6115,img_19071.jpg,0.01,0.01,0.99,0.01,0.01,0.06,0.01,0.01,0.01,0.01,5
5132,img_19184.jpg,0.01,0.01,0.03,0.01,0.01,0.06,0.01,0.01,0.01,0.94,5
6123,img_20546.jpg,0.01,0.01,0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
6073,img_2123.jpg,0.30,0.01,0.65,0.01,0.01,0.02,0.02,0.01,0.01,0.01,5
6082,img_21645.jpg,0.04,0.01,0.86,0.01,0.01,0.01,0.12,0.01,0.01,0.01,5
6114,img_23176.jpg,0.01,0.01,0.95,0.01,0.01,0.05,0.01,0.01,0.01,0.01,5
6075,img_23348.jpg,0.13,0.01,0.02,0.22,0.01,0.01,0.55,0.01,0.01,0.06,5
1545,img_26376.jpg,0.96,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,5
6089,img_26521.jpg,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
6053,img_26532.jpg,0.03,0.01,0.31,0.02,0.01,0.03,0.61,0.01,0.01,0.01,5
6105,img_26582.jpg,0.01,0.01,0.99,0.01,0.01,0.06,0.01,0.01,0.01,0.01,5
4340,img_27454.jpg,0.32,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.63,5
6066,img_2746.jpg,0.07,0.01,0.65,0.01,0.01,0.25,0.02,0.01,0.01,0.01,5
6071,img_2747.jpg,0.54,0.01,0.30,0.02,0.01,0.12,0.01,0.01,0.01,0.01,5
2863,img_275.jpg,0.01,0.72,0.01,0.01,0.01,0.27,0.01,0.01,0.01,0.01,5
6044,img_27772.jpg,0.04,0.01,0.96,0.02,0.01,0.02,0.01,0.01,0.01,0.01,5
520,img_29442.jpg,0.01,0.01,0.01,0.01,0.01,0.37,0.01,0.01,0.61,0.01,5
2824,img_29805.jpg,0.01,0.96,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,5
4350,img_30288.jpg,0.21,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.49,5
6038,img_30471.jpg,0.13,0.01,0.58,0.10,0.01,0.16,0.02,0.01,0.01,0.01,5
498,img_32438.jpg,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.03,0.64,0.01,5
6068,img_32963.jpg,0.05,0.01,0.68,0.01,0.01,0.26,0.01,0.01,0.01,0.01,5
6112,img_33419.jpg,0.01,0.01,0.76,0.01,0.03,0.21,0.01,0.01,0.01,0.01,5
6102,img_33868.jpg,0.01,0.01,0.98,0.01,0.01,0.06,0.01,0.01,0.01,0.01,5
510,img_35159.jpg,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.65,0.02,5
476,img_36211.jpg,0.01,0.01,0.01,0.01,0.01,0.39,0.01,0.01,0.42,0.18,5
6106,img_37376.jpg,0.01,0.01,0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
4303,img_37568.jpg,0.01,0.01,0.01,0.01,0.01,0.38,0.62,0.01,0.01,0.01,5
528,img_38331.jpg,0.01,0.01,0.01,0.01,0.01,0.23,0.01,0.01,0.71,0.06,5
5163,img_38544.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,5
6067,img_42253.jpg,0.05,0.01,0.12,0.08,0.01,0.25,0.48,0.01,0.01,0.01,5
4348,img_42817.jpg,0.37,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.63,5
2788,img_43043.jpg,0.02,0.95,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.01,5
477,img_43449.jpg,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.49,0.36,5
6847,img_44224.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,5
6119,img_4438.jpg,0.01,0.01,1.00,0.01,0.01,0.05,0.01,0.01,0.01,0.01,5
6097,img_44738.jpg,0.01,0.01,0.98,0.01,0.01,0.02,0.01,0.01,0.01,0.01,5
2868,img_457.jpg,0.01,0.57,0.01,0.01,0.01,0.43,0.01,0.01,0.01,0.01,5
478,img_45933.jpg,0.01,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.78,0.01,5
6058,img_46321.jpg,0.03,0.01,0.97,0.01,0.01,0.03,0.01,0.01,0.01,0.01,5
2789,img_46456.jpg,0.01,0.96,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.01,5
